ID_PER,AP4_3_1,AP4_3_2,AP4_3_3,AP4_8_1,AP4_8_2,AP4_8_3,AP4_8_4,AP4_8_5,AP4_8_6
0100747.03.01.03,1,1,1,1,2,1,1,1,2
0100747.04.01.01,2,2,2,2,2,2,2,1,1
0100747.05.01.01,2,2,2,1,1,2,1,1,1
0100758.01.01.02,1,1,1,2,2,2,2,1,2
0100758.02.01.02,2,2,2,1,1,2,1,2,1
0100758.03.01.02,2,2,2,2,1,1,1,1,1
0100758.04.01.01,2,2,2,2,1,2,1,1,1
0100758.05.01.02,1,1,2,2,2,2,2,2,2
0100763.01.01.01,1,1,1,2,2,2,2,1,1
0100763.01.02.01,1,1,1,1,1,2,1,1,9
0100763.02.01.01,2,1,2,2,1,2,1,1,2
0100763.03.01.03,2,2,2,1,1,2,1,1,1
0100763.04.01.02,1,1,1,1,2,2,1,1,1
0100763.05.01.07,2,2,2,1,1,2,1,1,1
0100767.01.01.02,2,2,2,2,2,2,2,2,2
0100767.02.01.01,1,1,1,2,1,2,1,1,2
0100767.03.01.01,2,2,1,1,1,1,2,2,1
0100767.05.01.07,2,2,2,2,2,2,2,2,2
0100769.01.01.01,2,2,2,1,1,1,1,1,1
0100769.02.01.02,2,1,2,2,1,1,1,1,1
0100769.02.02.03,2,1,1,2,1,2,2,2,2
0100769.03.01.02,2,2,2,2,2,2,1,1,1
0100769.04.01.03,2,2,2,1,1,1,1,1,1
0100769.05.01.02,2,2,1,1,1,1,1,1,1
0100774.01.01.01,2,2,1,1,2,2,2,1,3
0100774.02.01.01,1,1,2,2,2,2,2,1,3
0100774.03.01.01,1,1,1,1,2,1,2,2,3
0100774.04.01.01,2,1,2,1,2,2,2,1,3
0100774.05.01.01,2,1,2,1,2,1,1,1,1
0100798.01.01.01,1,1,1,2,1,2,2,2,2
0100798.03.01.01,1,2,2,2,2,2,2,2,9
0100798.04.01.01,2,2,2,2,1,2,2,1,9
0100798.05.01.01,1,2,2,1,1,2,2,1,1
0100807.01.01.01,2,2,2,2,1,2,1,2,2
0100807.02.01.04,1,1,2,2,2,2,2,2,2
0100807.04.01.01,2,9,2,1,1,2,1,2,9
0100807.05.01.01,2,2,2,2,1,1,2,1,1
0100812.01.01.01,1,2,2,1,1,2,2,2,2
0100812.02.01.01,1,1,1,1,1,1,2,2,2
0100812.03.01.01,1,1,2,2,2,1,1,1,1
0100812.04.01.01,1,1,1,2,2,2,2,2,1
0100812.05.01.02,9,2,2,2,1,2,2,1,9
0100816.01.01.02,1,2,2,1,1,2,2,2,2
0100816.02.01.01,1,2,2,1,2,2,2,2,1
0100816.04.01.03,1,1,1,2,2,2,2,2,9
0100816.05.01.02,1,2,2,1,2,2,2,1,2
0100818.01.01.01,1,1,2,1,2,1,1,2,2
0100818.02.01.01,1,1,1,2,2,2,2,1,9
0100818.03.01.01,1,1,1,2,2,2,2,2,2
0100818.04.01.04,1,1,1,1,2,2,2,2,1
0100818.05.01.01,2,2,2,2,1,2,1,1,1
0100828.01.01.01,1,1,1,2,1,1,2,1,2
0100828.02.01.01,2,2,2,2,2,2,2,2,2
0100828.03.01.01,1,1,1,2,1,2,2,2,1
0100828.04.01.02,1,2,2,1,1,1,1,1,1
0100828.05.01.02,2,2,2,1,1,1,1,1,1
0100832.01.01.02,1,1,1,2,1,1,2,2,2
0100832.02.01.02,1,2,2,2,1,1,2,1,2
0100832.03.01.01,2,2,2,1,1,1,2,1,2
0100832.04.01.04,2,2,2,2,1,1,1,1,2
0100832.05.01.01,1,1,1,2,2,2,2,2,2
0100836.01.01.04,1,1,1,1,1,2,2,1,1
0100836.02.01.01,2,2,2,1,1,1,1,1,2
0100836.05.01.03,1,2,2,1,1,2,2,2,2
0100854.01.01.01,2,2,2,1,1,1,2,1,2
0100854.02.01.02,2,2,2,2,1,2,2,2,2
0100854.03.01.02,1,1,1,2,1,2,1,1,1
0100854.04.01.02,2,2,2,1,1,1,1,1,1
0100854.05.01.01,1,1,1,2,2,2,2,2,2
0100856.01.01.02,1,1,1,2,2,2,2,1,2
0100856.02.01.02,2,2,2,1,2,2,2,1,3
0100856.04.01.01,1,1,1,1,1,1,2,1,2
0100856.05.01.01,1,1,1,2,2,2,2,1,2
0100857.01.01.02,1,2,2,1,2,1,2,1,2
0100857.02.01.02,1,1,9,2,2,1,2,1,2
0100857.03.01.03,1,2,2,2,2,1,2,1,2
0100857.04.01.04,1,2,2,2,2,2,1,1,2
0100857.05.01.02,1,1,1,2,2,2,2,2,2
0100862.01.01.02,1,2,2,2,1,1,2,1,2
0100862.02.01.01,1,1,1,2,2,2,2,2,3
0100862.03.01.02,1,1,1,2,2,1,2,1,2
0100862.04.01.03,2,2,2,1,1,1,2,1,1
0100862.05.01.03,1,2,2,1,2,2,1,1,2
0100890.01.01.01,2,2,2,1,1,1,2,1,9
0100890.02.01.01,1,1,1,2,1,2,2,2,2
0100890.05.01.01,1,1,1,2,2,1,2,2,2
0100907.01.01.02,2,2,2,1,1,2,2,1,9
0100907.02.01.02,2,2,2,1,1,2,2,1,2
0100907.03.01.01,1,2,1,1,2,2,2,1,9
0100907.04.01.02,2,2,2,1,2,1,2,1,1
0100907.05.01.02,1,2,1,2,1,1,2,1,2
0100915.01.01.01,1,1,1,2,1,1,2,1,2
0100915.04.01.01,2,1,1,1,2,2,2,1,2
0100915.05.01.03,2,1,1,1,2,1,2,1,1
0100924.01.01.02,1,1,1,1,2,2,2,2,2
0100924.02.01.02,2,2,2,2,2,1,2,1,2
0100924.03.01.01,2,2,2,1,2,1,1,1,2
0100924.05.01.01,1,1,1,1,2,2,1,1,1
0100927.01.01.01,2,2,2,2,1,1,2,1,9
0100927.02.01.01,1,1,1,1,2,1,2,2,2
0100927.03.01.01,2,1,1,2,2,2,2,1,1
0100927.04.01.01,1,2,2,1,1,2,2,1,1
0100927.05.01.02,2,2,2,2,2,2,2,1,2
0100957.01.01.02,2,1,2,1,2,2,1,1,1
0100957.02.01.02,2,2,2,2,1,1,1,1,9
0100957.03.01.02,2,2,2,2,2,2,1,1,2
0100957.04.01.01,2,2,2,1,2,2,1,1,1
0100957.05.01.01,2,2,2,1,2,2,2,2,1
0100961.02.01.02,2,2,2,1,2,2,1,2,1
0100961.04.01.02,2,1,2,1,1,1,1,1,2
0100961.05.01.01,2,1,1,1,2,2,1,1,2
0100984.01.01.01,2,1,1,1,1,1,2,1,9
0100984.02.01.01,2,2,2,1,1,1,1,1,1
0100984.03.01.01,2,2,2,1,1,2,2,1,9
0100984.04.01.01,2,2,2,2,1,2,2,1,9
0100984.05.01.05,2,2,2,1,2,1,2,1,1
0100992.01.01.01,1,1,1,1,2,1,2,1,2
0100992.02.01.02,1,2,2,2,2,2,2,1,2
0100992.03.01.02,2,2,2,1,1,1,2,1,9
0100992.04.01.01,2,2,2,1,2,2,2,2,9
0100992.05.01.01,1,2,2,1,2,2,2,1,1
0100996.01.01.02,2,1,1,1,1,1,2,1,2
0100996.02.01.02,2,2,2,1,1,1,2,1,1
0100996.03.01.02,2,2,1,1,1,1,2,1,2
0100996.04.01.01,2,2,2,1,1,1,1,1,1
0100996.05.01.01,1,2,2,2,1,1,2,1,2
0100999.01.01.01,2,1,1,1,1,2,1,1,1
0100999.02.01.01,2,1,1,2,1,1,1,1,1
0100999.03.01.01,2,1,1,2,1,2,2,1,2
0100999.04.01.01,2,2,2,1,1,2,2,1,9
0100999.05.01.02,2,2,2,1,1,2,2,1,1
0101007.01.01.02,1,1,1,2,1,2,2,1,9
0101007.02.01.01,2,1,1,1,2,2,1,1,1
0101007.03.01.07,2,1,1,1,1,1,1,1,3
0101007.05.01.02,2,2,2,1,2,1,1,1,1
0101008.01.01.02,2,2,2,2,1,2,1,1,1
0101008.02.01.03,1,2,2,1,1,1,1,1,1
0101008.03.01.02,2,2,2,1,1,1,2,1,1
0101008.04.01.02,2,1,1,2,1,2,1,1,3
0101008.05.01.02,2,1,1,1,1,1,2,1,1
0101009.01.01.01,2,2,1,1,1,1,1,1,9
0101009.02.01.02,2,1,1,2,2,2,2,2,2
0101009.03.01.02,2,2,2,2,1,1,1,2,2
0101009.04.01.02,1,1,1,9,2,2,2,1,9
0101009.05.01.02,2,2,2,1,1,1,2,2,2
0101013.01.01.02,1,1,2,2,1,2,2,1,2
0101013.02.01.01,2,2,2,2,2,2,1,1,1
0101013.03.01.04,1,1,2,2,1,2,1,1,1
0101013.04.01.01,2,2,2,2,1,1,2,2,1
0101013.05.01.02,1,1,1,1,1,1,2,1,1
0101024.01.01.01,1,1,1,2,1,2,2,2,2
0101024.02.01.01,1,2,2,1,1,2,2,1,2
0101024.03.01.02,1,2,2,2,1,2,2,2,1
0101024.04.01.02,1,1,1,2,1,1,2,2,2
0101024.05.01.01,2,2,2,1,1,1,2,1,3
0101025.01.01.01,2,2,2,1,1,1,2,2,2
0101025.03.01.01,2,2,2,1,2,2,2,2,2
0101025.04.01.03,1,2,2,2,1,1,2,2,2
0101025.05.01.02,1,1,1,1,1,1,2,2,2
0101032.01.01.01,2,2,2,2,1,1,2,2,2
0101032.02.01.02,2,2,2,2,1,1,2,1,1
0101032.03.01.03,2,1,1,2,2,2,2,1,1
0101032.04.01.01,2,2,2,1,1,2,2,1,2
0101032.05.01.02,1,1,2,1,1,1,2,1,2
0101042.01.01.01,2,2,2,1,2,1,2,1,3
0101042.02.01.01,1,2,2,1,2,2,2,2,2
0101042.03.01.01,1,2,2,1,1,1,2,1,1
0101042.04.01.02,2,2,2,1,1,1,2,1,1
0101042.05.01.01,2,2,2,1,2,1,2,1,1
0101063.01.01.01,1,2,2,2,2,2,2,1,2
0101063.02.01.02,2,2,2,1,1,2,2,1,2
0101063.03.01.01,2,1,1,1,2,1,2,1,2
0101063.05.01.01,2,2,2,2,2,1,1,1,1
0101072.01.01.01,1,1,1,2,1,2,2,2,2
0101072.02.01.03,2,2,2,1,1,2,1,1,1
0101072.03.01.01,1,2,2,2,1,2,2,2,2
0101072.04.01.01,2,2,2,2,1,1,1,1,9
0101072.05.01.02,2,2,2,1,1,2,2,1,1
0101075.01.01.05,1,1,1,2,2,1,1,2,1
0101075.02.01.02,1,1,1,1,1,1,1,2,2
0101075.03.01.02,1,1,1,1,1,1,1,2,1
0101075.04.01.04,2,1,1,1,1,1,1,1,2
0101075.05.01.02,2,2,2,1,1,2,2,1,2
0101082.01.01.01,1,1,1,2,2,1,2,1,9
0101082.02.01.02,1,1,1,1,1,1,2,2,2
0101082.03.01.03,1,1,1,2,1,1,2,2,2
0101082.04.01.01,2,2,2,2,2,1,2,1,2
0101082.05.01.01,1,1,1,1,2,1,1,1,1
0101086.02.01.02,2,1,1,2,1,2,2,2,2
0101086.03.01.03,2,2,2,2,1,1,1,1,1
0101086.04.01.01,1,1,1,1,1,1,2,1,2
0101086.05.01.03,1,1,1,2,2,1,2,2,2
0101096.01.01.04,2,1,1,2,1,2,2,2,2
0101096.02.01.02,2,2,2,1,2,2,2,1,2
0101096.04.01.01,1,2,2,1,2,2,1,1,1
0101096.05.01.02,2,2,2,1,2,2,2,2,2
0101103.01.01.01,1,1,1,1,2,2,1,2,2
0101103.02.01.02,1,2,2,2,1,2,2,2,2
0101103.03.01.01,2,1,1,2,1,2,1,1,1
0101103.04.01.02,1,2,2,2,2,2,2,2,2
0101103.05.01.01,2,2,2,2,1,2,2,2,2
0101115.01.01.03,1,2,2,2,1,2,2,1,9
0101115.02.01.01,1,2,2,2,2,2,2,2,9
0101115.03.01.02,1,1,1,1,1,2,2,2,2
0101115.04.01.01,1,2,2,2,1,2,2,1,2
0101115.05.01.02,2,2,2,2,1,2,2,2,2
0101133.01.01.02,2,2,2,2,1,2,2,2,2
0101133.03.01.02,1,2,2,2,1,2,2,1,1
0101133.04.01.01,1,2,2,1,1,1,2,1,2
0101133.05.01.02,1,2,2,2,2,2,2,2,2
0101152.01.01.01,2,2,1,1,1,1,2,1,9
0101152.02.01.02,2,2,2,1,1,2,2,1,9
0101152.03.01.04,1,2,1,1,1,1,1,1,1
0101152.05.01.01,1,1,1,1,1,1,2,2,2
0101162.01.01.02,1,2,2,2,1,2,2,1,2
0101162.02.01.01,1,2,2,1,1,1,2,1,9
0101162.03.01.01,1,1,1,1,1,2,2,2,2
0101162.05.01.02,1,1,1,2,1,1,2,2,9
0101169.01.01.03,2,2,2,1,1,1,1,1,9
0101169.02.01.01,2,2,2,1,1,2,1,1,9
0101169.04.01.01,2,2,2,1,1,2,1,1,9
0101169.05.01.02,1,1,1,2,2,2,2,2,2
0101173.01.01.01,1,2,2,1,1,1,2,1,2
0101173.03.01.02,1,1,1,1,1,1,2,1,2
0101173.04.01.03,1,1,1,1,1,1,2,1,9
0101173.05.01.02,1,2,2,1,1,1,2,2,1
0101175.01.01.02,2,2,2,1,1,1,2,1,9
0101175.02.01.01,2,2,2,1,1,2,2,1,9
0101175.03.01.01,2,2,2,1,1,1,2,1,3
0101175.04.01.02,1,2,1,1,1,1,2,2,9
0101175.05.01.02,1,2,2,1,1,1,2,2,2
0101200.01.01.02,2,2,2,1,1,2,1,1,1
0101200.02.01.02,2,2,2,1,1,1,1,1,1
0101200.03.01.03,1,1,1,2,1,2,2,1,2
0101200.04.01.03,2,2,2,1,1,2,1,1,1
0101200.05.01.01,1,1,1,2,1,2,2,2,9
0101204.01.01.01,2,2,2,2,1,2,1,1,9
0101204.02.01.03,2,1,1,2,1,1,1,1,2
0101204.03.01.01,2,2,2,1,1,2,1,1,1
0101204.04.01.01,2,2,2,2,1,2,1,1,1
0101204.05.01.02,2,2,2,2,1,1,1,2,1
0101206.02.01.01,1,2,2,2,2,2,2,1,1
0101206.03.01.02,1,1,2,2,2,2,2,1,1
0101206.04.01.01,1,2,2,2,2,2,2,1,9
0101206.05.01.01,2,2,2,2,1,2,2,1,9
0101207.01.01.01,1,2,2,2,2,2,2,2,2
0101207.02.01.03,1,2,2,2,2,1,2,1,2
0101207.04.01.03,1,2,1,1,2,2,2,1,1
0101207.05.01.01,2,1,1,1,2,1,2,1,2
0101211.01.01.02,1,1,1,1,1,2,1,1,1
0101211.02.01.02,2,2,2,1,1,2,2,1,1
0101211.03.01.01,1,2,1,2,1,2,2,2,2
0101211.04.01.01,1,1,1,1,1,2,2,1,2
0101211.05.01.02,2,2,2,1,1,2,2,1,2
0101214.01.01.02,1,1,1,2,2,1,2,1,2
0101214.02.01.02,1,2,2,1,1,2,2,1,1
0101214.03.01.01,1,1,1,1,1,2,2,2,2
0101215.01.01.01,1,1,1,1,1,2,2,1,2
0101215.02.01.02,1,1,1,2,1,2,2,2,2
0101215.03.01.01,2,2,2,2,1,1,2,1,2
0101215.04.01.02,1,1,1,2,1,1,2,2,2
0101216.02.01.01,1,1,1,2,1,2,2,2,2
0101216.03.01.02,2,2,2,1,2,1,2,1,2
0101216.04.01.01,2,2,2,2,1,2,2,1,2
0101216.05.01.02,1,2,1,1,1,2,2,1,1
0101218.01.01.02,2,2,2,2,1,1,2,1,1
0101218.02.01.01,1,1,1,2,1,2,1,1,9
0101218.03.01.01,2,2,2,1,1,1,1,1,2
0101218.04.01.02,1,1,1,2,1,2,2,2,2
0101218.05.01.02,1,1,1,2,2,2,2,1,2
0101223.01.01.02,2,2,2,2,1,2,1,1,1
0101223.02.01.01,2,1,1,1,2,1,2,1,2
0101223.03.01.01,2,1,1,1,1,1,1,1,1
0101223.04.01.01,1,1,1,2,2,1,2,2,2
0101223.05.01.01,2,2,2,2,1,1,1,1,3
0101228.01.01.03,2,2,2,2,1,1,1,1,1
0101228.02.01.04,2,1,1,2,1,1,2,1,1
0101228.03.01.02,1,1,1,2,1,1,2,2,2
0101228.04.01.02,2,2,2,1,1,1,1,1,2
0101228.05.01.01,2,1,1,2,1,1,1,1,2
0101251.01.01.01,1,1,1,1,1,1,2,2,2
0101251.02.01.03,2,2,2,2,2,2,1,1,1
0101251.03.01.04,2,2,2,2,1,1,2,1,1
0101251.04.01.04,2,1,1,1,1,1,1,2,2
0101251.05.01.02,2,2,2,2,2,1,1,1,2
0101263.01.01.01,1,2,2,1,1,2,2,2,2
0101263.02.01.04,1,1,1,2,1,2,2,1,2
0101263.03.01.01,2,2,2,2,1,1,1,1,1
0101263.04.01.04,2,2,2,2,1,1,2,1,2
0101263.05.01.02,1,2,2,2,2,2,2,2,2
0101283.01.01.02,2,1,2,1,1,2,1,1,2
0101283.03.01.01,2,2,2,2,1,2,1,1,2
0101283.04.01.01,1,1,1,1,1,1,1,1,2
0101283.05.01.01,1,1,2,2,2,1,2,2,2
0101295.01.01.01,1,2,2,1,1,1,1,1,2
0101295.02.01.01,2,2,2,1,1,1,2,1,2
0101295.03.01.03,2,1,1,1,2,1,1,1,2
0101295.04.01.02,1,1,1,1,1,2,1,1,2
0101295.05.01.01,1,2,2,1,2,1,2,2,1
0101319.01.01.04,1,1,1,2,2,2,2,2,1
0101319.02.01.02,1,1,1,2,1,1,2,1,2
0101319.03.01.01,1,1,1,1,1,1,2,1,1
0101319.04.01.01,2,1,2,1,1,1,2,1,1
0101319.05.01.02,2,2,2,1,1,1,2,1,2
0101322.01.01.02,1,2,2,2,1,2,2,1,2
0101322.02.01.01,1,1,1,1,1,2,2,2,2
0101322.04.01.01,1,1,1,2,2,2,2,2,2
0101329.01.01.02,1,1,1,1,2,1,2,2,2
0101329.02.01.01,2,2,2,1,1,2,1,2,9
0101329.03.01.02,2,1,1,2,2,1,1,2,2
0101329.04.01.02,1,2,2,2,1,1,2,2,9
0101329.05.01.01,2,2,2,1,1,1,1,1,1
0101330.01.01.01,1,2,2,1,1,2,2,2,2
0101330.02.01.01,1,2,2,2,1,2,2,2,9
0101330.03.01.01,1,2,2,1,1,1,1,2,1
0101330.04.01.02,2,2,2,2,2,2,1,9,2
0101330.05.01.02,2,2,2,1,2,1,2,1,9
0101345.01.01.01,1,2,2,2,1,2,1,1,9
0101345.02.01.03,1,2,2,1,1,2,1,1,1
0101345.03.01.03,1,1,1,2,1,2,2,2,2
0101345.04.01.02,2,2,2,1,1,2,1,1,1
0101345.05.01.02,2,1,2,2,2,2,1,1,2
0101365.01.01.01,2,1,2,2,2,1,1,1,2
0101365.02.01.02,2,2,2,1,1,1,1,1,2
0101365.03.01.03,1,1,1,2,1,1,2,1,9
0101365.04.01.01,1,1,1,2,2,1,1,1,2
0101365.05.01.03,1,2,2,1,1,1,1,1,2
0101369.01.01.02,2,1,1,2,1,2,1,1,1
0101369.02.01.02,2,2,2,2,1,2,1,1,1
0101369.02.02.02,2,1,1,2,1,2,1,1,1
0101369.03.01.02,1,1,1,2,1,2,1,1,9
0101369.04.01.02,2,1,1,1,1,1,1,1,2
0101369.05.01.04,1,2,2,2,2,2,1,2,1
0101373.01.01.01,2,2,2,2,2,1,1,1,2
0101373.02.01.03,2,1,1,2,1,1,1,1,2
0101373.04.01.01,1,1,1,2,1,1,2,1,1
0101373.05.01.02,1,1,1,1,2,2,2,2,2
0101375.01.01.02,2,2,1,2,2,2,1,1,1
0101375.02.01.04,1,1,2,2,2,2,2,2,1
0101375.03.01.02,2,2,2,2,2,2,1,1,2
0101375.04.01.01,2,2,2,2,1,1,1,1,2
0101375.05.01.01,2,2,2,2,2,2,1,1,9
0101378.01.01.03,2,2,2,2,1,2,1,1,1
0101378.02.01.01,2,2,2,2,2,2,1,1,1
0101378.03.01.02,2,1,1,2,1,2,1,2,2
0101378.04.01.01,1,2,2,2,1,2,1,2,2
0101413.01.01.01,2,1,1,1,2,2,2,1,9
0101413.02.01.01,1,2,2,2,2,1,1,2,2
0101413.03.01.06,2,1,1,1,2,1,2,1,2
0101413.04.01.02,2,1,2,1,1,1,2,1,1
0101413.05.01.02,2,2,2,1,2,1,1,1,9
0101415.01.01.02,2,2,2,2,1,2,2,1,2
0101415.02.01.04,2,2,2,1,1,1,1,1,1
0101415.03.01.02,1,2,2,1,1,1,2,1,2
0101415.04.01.04,1,1,1,2,2,2,2,2,2
0101415.05.01.02,2,2,2,1,1,1,2,1,1
0101416.02.01.01,1,1,1,2,1,1,2,2,2
0101416.03.01.02,1,1,1,2,1,2,2,1,2
0101416.04.01.01,1,1,1,2,1,1,1,1,1
0101416.05.01.02,1,1,2,1,1,2,2,1,2
0101420.01.01.02,2,2,2,2,1,1,1,1,1
0101420.02.01.02,2,1,2,2,1,1,2,1,3
0101420.03.01.01,1,1,2,2,1,2,2,1,2
0101420.04.01.02,1,2,2,2,2,2,2,1,2
0101420.05.01.01,2,2,2,2,1,1,2,1,9
0101425.01.01.03,1,2,2,2,2,1,2,1,3
0101425.02.01.01,1,2,2,2,2,2,2,2,2
0101425.03.01.01,1,1,1,2,2,2,2,2,2
0101425.04.01.02,1,1,1,2,2,2,2,1,2
0101425.05.01.02,1,2,1,2,2,9,2,1,3
0101430.01.01.02,2,2,2,2,1,2,2,1,2
0101430.03.01.02,2,1,2,2,2,1,2,1,2
0101430.04.01.01,2,2,2,1,1,1,2,1,2
0101430.05.01.01,2,2,1,1,1,1,2,1,2
0101436.01.01.03,2,2,2,2,2,2,2,1,2
0101436.02.01.02,1,1,2,2,1,2,2,1,1
0101436.03.01.03,2,2,2,2,1,2,2,1,2
0101436.04.01.02,2,2,2,2,1,2,1,1,2
0101436.05.01.01,1,1,1,1,1,2,2,2,2
0101440.01.01.03,2,2,2,1,1,1,1,1,1
0101440.02.01.01,1,2,1,2,1,1,1,1,1
0101440.03.01.02,2,2,2,1,1,1,2,1,1
0101440.04.01.01,1,1,1,2,2,1,2,1,2
0101440.05.01.01,2,2,2,1,1,1,1,1,1
0101442.01.01.03,1,1,1,1,2,2,2,1,2
0101442.02.01.02,1,1,1,1,1,1,1,1,2
0101442.03.01.01,2,1,1,2,1,1,2,1,1
0101442.04.01.03,1,1,1,1,1,2,2,2,2
0101442.05.01.02,2,2,2,2,1,1,1,1,2
0101449.01.01.01,2,2,2,1,2,1,2,2,1
0101449.02.01.02,2,2,1,1,2,2,2,1,2
0101449.03.01.01,2,2,2,1,1,2,2,1,2
0101449.04.01.01,2,2,2,2,1,2,2,1,2
0101449.05.01.02,2,1,2,1,1,2,2,1,2
0101451.02.01.01,1,2,2,1,1,1,2,1,2
0101451.02.02.01,1,1,1,1,1,2,2,1,2
0101451.03.01.05,2,2,2,1,1,1,1,1,1
0101451.04.01.01,2,2,2,2,1,2,1,1,1
0101451.05.01.01,2,2,2,1,1,2,1,1,2
0101471.01.01.01,2,2,2,2,2,2,2,2,1
0101471.02.01.02,2,2,2,1,1,1,1,1,1
0101471.03.01.03,2,2,2,1,2,2,2,1,9
0101471.04.01.01,1,2,2,1,2,2,9,1,9
0101471.05.01.02,1,1,1,2,2,2,2,2,2
0101489.01.01.03,1,1,1,1,1,1,2,1,2
0101489.02.01.01,2,2,2,2,1,1,1,2,2
0101489.03.01.02,2,1,2,1,1,2,1,1,1
0101489.04.01.04,2,1,1,2,2,1,1,1,2
0101497.01.01.02,2,2,2,2,1,1,1,1,2
0101497.02.01.01,2,2,2,1,2,1,1,1,3
0101497.03.01.01,2,2,2,2,1,2,2,1,2
0101497.04.01.03,2,1,1,1,1,1,1,1,2
0101497.05.01.02,2,2,2,2,2,2,1,1,2
0101502.01.01.01,1,9,9,2,2,2,2,2,2
0101502.02.01.01,1,2,2,1,2,2,2,2,2
0101502.03.01.02,1,2,2,1,2,2,2,1,1
0101502.04.01.02,2,2,2,2,2,2,2,1,1
0101502.05.01.02,1,2,2,2,2,2,1,1,2
0101505.01.01.03,1,1,1,2,2,2,2,1,1
0101505.02.01.03,2,1,1,1,1,1,1,1,9
0101505.03.01.03,1,2,2,2,2,2,1,1,2
0101505.04.01.01,2,1,1,1,1,2,1,2,1
0101505.05.01.01,2,2,2,2,2,2,1,1,2
0101509.01.01.01,2,2,2,2,2,2,1,1,2
0101509.02.01.03,1,1,1,2,2,2,2,2,2
0101509.03.01.01,2,1,2,1,1,1,2,1,1
0101509.05.01.02,2,2,2,1,1,2,1,2,2
0101513.01.01.03,1,1,1,2,1,2,1,1,2
0101513.02.01.02,1,2,2,2,1,2,1,1,2
0101513.03.01.02,2,1,1,2,2,2,1,1,2
0101513.04.01.06,2,1,1,1,1,2,1,2,1
0101513.05.01.01,2,2,2,2,1,2,1,1,3
0101517.01.01.01,1,2,2,2,2,1,2,1,2
0101517.02.01.04,1,1,1,2,2,2,1,1,2
0101517.03.01.04,2,2,2,2,2,2,1,2,2
0101517.04.01.03,1,1,1,1,1,2,2,2,2
0101517.05.01.01,1,1,1,2,2,1,2,2,2
0101520.01.01.03,2,2,2,1,2,1,1,1,2
0101520.02.01.02,1,2,2,2,2,2,1,2,2
0101520.03.01.01,2,2,2,1,2,1,1,1,2
0101520.04.01.02,1,1,1,2,2,2,2,1,2
0101520.05.01.01,1,1,1,1,1,1,1,2,2
0101524.01.01.01,1,1,1,1,2,2,2,2,3
0101524.02.01.01,1,2,2,2,2,2,2,2,2
0101524.03.01.02,2,1,1,2,2,2,2,1,3
0101524.04.01.02,1,1,1,2,1,1,2,2,2
0101524.05.01.02,1,2,2,2,1,2,2,2,2
0101532.03.01.02,1,1,1,2,2,1,2,2,2
0101532.04.01.01,1,1,1,2,2,2,2,2,2
0101532.05.01.04,1,2,2,1,1,1,2,1,2
0101554.01.01.01,1,1,1,1,1,2,2,2,2
0101554.02.01.02,1,1,1,2,1,1,2,1,2
0101554.03.01.01,1,1,1,2,2,2,2,1,2
0101554.04.01.03,1,1,1,2,2,2,2,1,2
0101554.05.01.01,1,1,1,1,1,1,2,2,2
0101563.03.01.01,2,2,2,1,2,1,2,1,2
0101563.04.01.02,1,1,2,2,1,2,2,1,2
0101563.05.01.02,2,2,2,1,1,1,2,1,9
0101567.01.01.01,2,2,2,2,2,2,2,1,1
0101567.02.01.01,1,2,2,2,2,2,2,1,2
0101567.03.01.01,1,1,1,1,2,1,2,1,2
0101567.04.01.01,1,1,1,2,2,1,2,2,2
0101584.01.01.02,2,2,2,2,1,1,2,1,2
0101584.02.01.01,1,2,2,2,1,2,1,2,1
0101584.03.01.01,2,1,1,1,1,1,1,1,1
0101584.04.01.02,1,1,1,2,2,2,2,2,2
0101584.05.01.01,1,1,1,1,1,2,2,2,2
0101617.01.01.01,2,2,2,2,2,2,1,1,2
0101617.02.01.01,1,1,1,1,2,2,2,1,1
0101617.03.01.02,1,2,2,1,2,2,2,2,2
0101617.04.01.01,1,2,2,1,2,2,2,2,1
0101617.05.01.04,1,1,1,1,2,2,2,1,2
0101631.01.01.01,1,1,1,1,1,2,2,2,2
0101631.01.02.01,1,1,1,1,2,2,2,2,2
0101631.03.01.02,1,1,1,2,2,1,2,1,2
0101631.05.01.01,2,2,2,1,1,1,2,1,2
0101633.01.01.02,1,1,1,1,1,1,2,1,9
0101633.02.01.01,2,1,1,1,1,2,2,1,9
0101633.05.01.01,1,1,1,2,2,1,2,1,2
0101640.01.01.01,1,2,2,1,1,1,1,1,9
0101640.02.01.02,1,2,2,1,2,2,2,2,2
0101640.03.01.01,2,2,2,1,1,1,1,1,9
0101640.04.01.02,1,1,1,2,2,1,2,1,2
0101640.05.01.02,1,2,2,1,1,1,2,1,1
0101656.01.01.01,1,1,2,2,2,2,2,2,3
0101656.02.01.02,2,2,2,1,2,1,1,1,1
0101656.03.01.02,1,1,1,1,1,2,2,1,2
0101656.04.01.03,1,1,1,2,2,2,2,2,2
0101656.05.01.01,1,1,2,2,2,1,2,1,2
0101659.01.01.01,2,2,2,1,1,1,2,1,9
0101659.02.01.01,1,2,2,2,1,1,2,1,1
0101659.03.01.02,2,2,2,1,1,1,2,1,1
0101659.04.01.02,2,2,2,1,1,1,1,1,2
0101659.05.01.02,1,2,2,2,1,2,2,1,2
0101662.01.01.01,2,2,2,1,2,1,1,1,1
0101662.02.01.02,2,2,2,1,1,1,1,1,1
0101662.03.01.01,1,1,1,2,2,1,2,2,2
